169,180,183,54,189,189,243,567,291,291,291,291,459,135,155,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,180,181,181,183,54,243,567,291,291,540,216,162,155,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,180,183,54,243,405,405,216,162,184,182,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,180,183,54,189,189,162,184,182,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,180,181,181,181,181,182,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,128,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,126,156,0,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,108,157,128,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,153,0,297,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,486,135,129,157,128,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,153,27,351,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,594,270,81,108,157,128,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,153,27,351,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,594,513,270,108,157,128,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,153,27,351,291,291,291,291,291,291,291,291,291,291,540,405,405,405,405,405,405,405,567,291,291,291,594,270,108,155,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,153,27,351,291,291,291,291,291,291,291,540,567,540,216,189,189,189,189,189,189,189,243,567,291,291,291,459,135,155,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,153,27,351,291,291,291,291,291,291,540,216,243,432,135,129,129,129,129,129,129,129,27,351,291,291,291,459,135,155,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,153,27,378,567,291,291,291,291,291,459,135,54,189,162,129,129,129,184,181,183,129,27,351,291,291,291,459,135,155,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,153,54,189,243,567,291,291,291,291,459,135,184,181,183,129,129,184,182,169,153,129,27,351,291,291,291,459,135,155,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,180,183,129,27,351,291,291,291,291,459,135,155,171,153,129,129,155,143,171,153,129,27,351,291,291,291,459,135,155,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,180,183,27,351,291,291,291,291,459,135,157,127,156,129,129,157,128,171,153,129,27,351,291,291,540,216,162,155,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,153,27,351,291,291,291,291,594,270,81,81,81,108,129,129,157,127,156,129,27,351,291,540,216,162,184,182,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,153,54,243,405,405,567,291,291,594,513,513,513,270,81,108,129,129,129,129,27,351,291,459,135,184,182,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,180,183,54,189,189,243,405,567,291,291,291,291,594,513,270,108,129,129,129,27,351,291,459,135,155,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,180,181,181,183,54,189,243,567,291,291,291,291,291,594,270,81,108,129,27,351,291,459,135,155,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,180,183,129,27,378,405,405,567,291,291,291,594,513,270,108,27,351,291,459,135,155,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,180,183,54,189,189,189,243,567,291,291,540,567,594,270,108,243,405,216,162,155,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,180,181,181,181,183,54,243,405,405,216,243,567,594,270,108,54,162,184,182,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,180,183,54,189,189,162,27,351,291,459,135,129,184,182,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,180,181,181,181,183,54,243,405,432,135,129,155,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,180,183,54,189,189,162,184,182,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,180,181,181,181,181,182,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169,170,171,169
196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196,197,198,196
142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142,143,144,142
